,filename,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
11,/home/prth/Desktop/pose_estimate/tf-pose-estimation/images/crops/139_1.jpg,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)"
12,/home/prth/Desktop/pose_estimate/tf-pose-estimation/images/crops/310_0.jpg,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)"
13,/home/prth/Desktop/pose_estimate/tf-pose-estimation/images/crops/485_0.jpg,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)"
14,/home/prth/Desktop/pose_estimate/tf-pose-estimation/images/crops/290_1.jpg,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)"
15,/home/prth/Desktop/pose_estimate/tf-pose-estimation/images/crops/61_0.jpg,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)"
16,/home/prth/Desktop/pose_estimate/tf-pose-estimation/images/crops/252_3.jpg,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)"
17,/home/prth/Desktop/pose_estimate/tf-pose-estimation/images/crops/50_1.jpg,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)"
18,/home/prth/Desktop/pose_estimate/tf-pose-estimation/images/crops/192_0.jpg,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)"
19,/home/prth/Desktop/pose_estimate/tf-pose-estimation/images/crops/258_0.jpg,"(195, 94)","(301, 146)","(290, 142)","(None, None)","(None, None)","(288, 152)","(174, 315)","(57, 289)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(197, 76)","(None, None)","(278, 84)"
20,/home/prth/Desktop/pose_estimate/tf-pose-estimation/images/crops/18_0.jpg,"(57, 20)","(46, 40)","(56, 37)","(None, None)","(None, None)","(30, 33)","(27, 44)","(None, None)","(22, 86)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(57, 17)","(None, None)","(53, 18)","(40, 16)"
21,/home/prth/Desktop/pose_estimate/tf-pose-estimation/images/crops/147_7.jpg,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)"
22,/home/prth/Desktop/pose_estimate/tf-pose-estimation/images/crops/38_1.jpg,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)"
23,/home/prth/Desktop/pose_estimate/tf-pose-estimation/images/crops/184_1.jpg,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)"
24,/home/prth/Desktop/pose_estimate/tf-pose-estimation/images/crops/238_3.jpg,"(97, 51)","(79, 85)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(87, 40)","(108, 41)","(66, 43)","(116, 48)"
25,/home/prth/Desktop/pose_estimate/tf-pose-estimation/images/crops/296_1.jpg,"(37, 24)","(37, 32)","(None, None)","(None, None)","(None, None)","(49, 33)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(34, 21)","(40, 20)","(27, 24)","(43, 21)"
26,/home/prth/Desktop/pose_estimate/tf-pose-estimation/images/crops/497_2.jpg,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)"
27,/home/prth/Desktop/pose_estimate/tf-pose-estimation/images/crops/93_0.jpg,"(329, 56)","(276, 93)","(322, 113)","(None, None)","(None, None)","(253, 73)","(None, None)","(None, None)","(233, 262)","(173, 392)","(40, 429)","(284, 254)","(364, 324)","(404, 457)","(324, 51)","(None, None)","(300, 56)","(None, None)"
28,/home/prth/Desktop/pose_estimate/tf-pose-estimation/images/crops/134_0.jpg,"(97, 70)","(86, 148)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(82, 50)","(115, 50)","(59, 46)","(133, 52)"
29,/home/prth/Desktop/pose_estimate/tf-pose-estimation/images/crops/310_6.jpg,"(46, 39)","(34, 67)","(19, 68)","(None, None)","(None, None)","(46, 60)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(43, 36)","(49, 36)","(29, 32)","(None, None)"
30,/home/prth/Desktop/pose_estimate/tf-pose-estimation/images/crops/128_0.jpg,"(200, 56)","(201, 95)","(65, 96)","(29, 180)","(None, None)","(158, 98)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(185, 46)","(210, 45)","(164, 61)","(223, 53)"
31,/home/prth/Desktop/pose_estimate/tf-pose-estimation/images/crops/75_0.jpg,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)"
32,/home/prth/Desktop/pose_estimate/tf-pose-estimation/images/crops/127_2.jpg,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)"
33,/home/prth/Desktop/pose_estimate/tf-pose-estimation/images/crops/365_0.jpg,"(76, 16)","(53, 27)","(40, 28)","(36, 68)","(53, 71)","(73, 28)","(85, 58)","(99, 78)","(42, 103)","(None, None)","(None, None)","(66, 88)","(None, None)","(None, None)","(74, 12)","(None, None)","(60, 9)","(None, None)"
34,/home/prth/Desktop/pose_estimate/tf-pose-estimation/images/crops/109_6.jpg,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)"
35,/home/prth/Desktop/pose_estimate/tf-pose-estimation/images/crops/233_0.jpg,"(62, 37)","(56, 82)","(22, 80)","(11, 141)","(None, None)","(93, 86)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(53, 31)","(68, 32)","(39, 35)","(78, 35)"
36,/home/prth/Desktop/pose_estimate/tf-pose-estimation/images/crops/314_0.jpg,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)"
37,/home/prth/Desktop/pose_estimate/tf-pose-estimation/images/crops/301_0.jpg,"(108, 43)","(231, 20)","(83, 63)","(78, 100)","(100, 89)","(257, 17)","(265, 66)","(240, 66)","(86, 135)","(248, 349)","(257, 490)","(187, 284)","(258, 349)","(257, 493)","(104, 37)","(111, 34)","(94, 40)","(118, 40)"
38,/home/prth/Desktop/pose_estimate/tf-pose-estimation/images/crops/424_1.jpg,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)"
39,/home/prth/Desktop/pose_estimate/tf-pose-estimation/images/crops/247_1.jpg,"(156, 218)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(137, 174)","(211, 185)","(78, 202)","(243, 213)"
40,/home/prth/Desktop/pose_estimate/tf-pose-estimation/images/crops/499_1.jpg,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)"
41,/home/prth/Desktop/pose_estimate/tf-pose-estimation/images/crops/133_0.jpg,"(227, 367)","(213, 104)","(211, 107)","(None, None)","(None, None)","(219, 107)","(221, 125)","(216, 121)","(207, 142)","(None, None)","(None, None)","(215, 145)","(None, None)","(None, None)","(216, 325)","(243, 332)","(None, None)","(259, 343)"
42,/home/prth/Desktop/pose_estimate/tf-pose-estimation/images/crops/31_6.jpg,"(None, None)","(20, 21)","(None, None)","(None, None)","(None, None)","(17, 21)","(4, 34)","(2, 33)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)"
43,/home/prth/Desktop/pose_estimate/tf-pose-estimation/images/crops/443_0.jpg,"(100, 57)","(116, 99)","(36, 168)","(64, 273)","(None, None)","(164, 66)","(171, 90)","(139, 95)","(None, None)","(None, None)","(None, None)","(163, 194)","(None, None)","(None, None)","(69, 45)","(103, 22)","(51, 74)","(129, 12)"
44,/home/prth/Desktop/pose_estimate/tf-pose-estimation/images/crops/56_1.jpg,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)"
45,/home/prth/Desktop/pose_estimate/tf-pose-estimation/images/crops/190_5.jpg,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)"
46,/home/prth/Desktop/pose_estimate/tf-pose-estimation/images/crops/16_1.jpg,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)"
47,/home/prth/Desktop/pose_estimate/tf-pose-estimation/images/crops/123_0.jpg,"(164, 79)","(108, 113)","(157, 88)","(None, None)","(None, None)","(151, 118)","(175, 167)","(150, 204)","(94, 263)","(115, 341)","(130, 393)","(159, 255)","(None, None)","(None, None)","(162, 76)","(165, 74)","(None, None)","(167, 74)"
48,/home/prth/Desktop/pose_estimate/tf-pose-estimation/images/crops/315_3.jpg,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)"
49,/home/prth/Desktop/pose_estimate/tf-pose-estimation/images/crops/488_0.jpg,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)"
50,/home/prth/Desktop/pose_estimate/tf-pose-estimation/images/crops/238_4.jpg,"(61, 46)","(37, 74)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(53, 33)","(70, 36)","(30, 35)","(None, None)"
51,/home/prth/Desktop/pose_estimate/tf-pose-estimation/images/crops/231_0.jpg,"(124, 158)","(187, 222)","(None, None)","(None, None)","(None, None)","(252, 178)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(98, 141)","(142, 116)","(None, None)","(199, 96)"
52,/home/prth/Desktop/pose_estimate/tf-pose-estimation/images/crops/24_0.jpg,"(28, 13)","(28, 27)","(11, 29)","(None, None)","(None, None)","(34, 25)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(25, 11)","(30, 9)","(17, 13)","(34, 13)"
53,/home/prth/Desktop/pose_estimate/tf-pose-estimation/images/crops/368_5.jpg,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)"
54,/home/prth/Desktop/pose_estimate/tf-pose-estimation/images/crops/73_4.jpg,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)"
55,/home/prth/Desktop/pose_estimate/tf-pose-estimation/images/crops/53_0.jpg,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)"
56,/home/prth/Desktop/pose_estimate/tf-pose-estimation/images/crops/138_0.jpg,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)"
57,/home/prth/Desktop/pose_estimate/tf-pose-estimation/images/crops/476_2.jpg,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)"
58,/home/prth/Desktop/pose_estimate/tf-pose-estimation/images/crops/490_2.jpg,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)"
59,/home/prth/Desktop/pose_estimate/tf-pose-estimation/images/crops/393_2.jpg,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)"
60,/home/prth/Desktop/pose_estimate/tf-pose-estimation/images/crops/325_2.jpg,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)"
61,/home/prth/Desktop/pose_estimate/tf-pose-estimation/images/crops/409_3.jpg,"(8, 6)","(5, 28)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(8, 5)","(9, 5)","(None, None)","(None, None)"
62,/home/prth/Desktop/pose_estimate/tf-pose-estimation/images/crops/277_1.jpg,"(53, 15)","(46, 36)","(34, 30)","(17, 64)","(29, 96)","(61, 31)","(None, None)","(None, None)","(25, 108)","(None, None)","(None, None)","(54, 89)","(53, 136)","(55, 182)","(49, 10)","(76, 47)","(41, 10)","(None, None)"
63,/home/prth/Desktop/pose_estimate/tf-pose-estimation/images/crops/420_1.jpg,"(None, None)","(38, 82)","(21, 79)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(44, 35)","(None, None)","(27, 33)","(None, None)"
64,/home/prth/Desktop/pose_estimate/tf-pose-estimation/images/crops/9_2.jpg,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)"
65,/home/prth/Desktop/pose_estimate/tf-pose-estimation/images/crops/312_2.jpg,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)"
66,/home/prth/Desktop/pose_estimate/tf-pose-estimation/images/crops/170_0.jpg,"(80, 39)","(88, 64)","(78, 68)","(None, None)","(None, None)","(111, 70)","(114, 98)","(68, 81)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(79, 37)","(83, 37)","(None, None)","(91, 42)"
67,/home/prth/Desktop/pose_estimate/tf-pose-estimation/images/crops/421_0.jpg,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)"
68,/home/prth/Desktop/pose_estimate/tf-pose-estimation/images/crops/490_1.jpg,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)"
69,/home/prth/Desktop/pose_estimate/tf-pose-estimation/images/crops/154_1.jpg,"(51, 22)","(46, 35)","(24, 34)","(19, 58)","(45, 72)","(69, 38)","(82, 58)","(62, 70)","(24, 73)","(None, None)","(None, None)","(78, 74)","(86, 73)","(95, 117)","(48, 19)","(53, 20)","(38, 20)","(58, 21)"
70,/home/prth/Desktop/pose_estimate/tf-pose-estimation/images/crops/50_0.jpg,"(84, 43)","(73, 60)","(None, None)","(None, None)","(None, None)","(84, 63)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(82, 38)","(85, 38)","(65, 41)","(None, None)"
71,/home/prth/Desktop/pose_estimate/tf-pose-estimation/images/crops/120_0.jpg,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)"
72,/home/prth/Desktop/pose_estimate/tf-pose-estimation/images/crops/368_7.jpg,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)"
73,/home/prth/Desktop/pose_estimate/tf-pose-estimation/images/crops/362_2.jpg,"(55, 30)","(72, 49)","(65, 49)","(None, None)","(None, None)","(78, 51)","(89, 95)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(57, 22)","(None, None)","(72, 25)"
74,/home/prth/Desktop/pose_estimate/tf-pose-estimation/images/crops/310_7.jpg,"(24, 26)","(97, 54)","(14, 49)","(13, 74)","(None, None)","(94, 54)","(81, 64)","(64, 66)","(96, 89)","(None, None)","(None, None)","(98, 87)","(None, None)","(None, None)","(21, 22)","(27, 23)","(None, None)","(37, 23)"
75,/home/prth/Desktop/pose_estimate/tf-pose-estimation/images/crops/345_1.jpg,"(53, 58)","(55, 63)","(50, 62)","(48, 70)","(None, None)","(58, 63)","(57, 70)","(51, 72)","(51, 73)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(53, 57)","(54, 57)","(24, 15)","(55, 58)"
76,/home/prth/Desktop/pose_estimate/tf-pose-estimation/images/crops/102_5.jpg,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)"
77,/home/prth/Desktop/pose_estimate/tf-pose-estimation/images/crops/38_2.jpg,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)"
78,/home/prth/Desktop/pose_estimate/tf-pose-estimation/images/crops/402_0.jpg,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)"
79,/home/prth/Desktop/pose_estimate/tf-pose-estimation/images/crops/402_1.jpg,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)"
80,/home/prth/Desktop/pose_estimate/tf-pose-estimation/images/crops/35_1.jpg,"(75, 19)","(91, 47)","(77, 53)","(52, 89)","(16, 75)","(106, 43)","(128, 46)","(None, None)","(96, 123)","(None, None)","(None, None)","(110, 130)","(60, 180)","(45, 240)","(75, 14)","(81, 15)","(None, None)","(95, 22)"
81,/home/prth/Desktop/pose_estimate/tf-pose-estimation/images/crops/115_1.jpg,"(25, 13)","(24, 19)","(16, 17)","(10, 25)","(None, None)","(31, 19)","(40, 29)","(None, None)","(6, 41)","(12, 60)","(None, None)","(None, None)","(None, None)","(None, None)","(24, 12)","(28, 11)","(21, 12)","(31, 11)"
82,/home/prth/Desktop/pose_estimate/tf-pose-estimation/images/crops/353_1.jpg,"(24, 45)","(61, 67)","(45, 74)","(26, 124)","(None, None)","(74, 60)","(100, 62)","(None, None)","(60, 153)","(54, 191)","(101, 267)","(137, 158)","(149, 250)","(220, 289)","(None, None)","(26, 39)","(None, None)","(41, 37)"
83,/home/prth/Desktop/pose_estimate/tf-pose-estimation/images/crops/232_0.jpg,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)"
84,/home/prth/Desktop/pose_estimate/tf-pose-estimation/images/crops/45_4.jpg,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)"
85,/home/prth/Desktop/pose_estimate/tf-pose-estimation/images/crops/115_0.jpg,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)"
86,/home/prth/Desktop/pose_estimate/tf-pose-estimation/images/crops/415_0.jpg,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)"
87,/home/prth/Desktop/pose_estimate/tf-pose-estimation/images/crops/22_6.jpg,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)"
